capcode,discipline,region,location,description,remark
000303040,Brandweer,Friesland,,"RCC, Regionaal Commando Centrum",
000303060,Brandweer,Friesland,,OVD Zuid West Friesland,
000303061,Brandweer,Friesland,,OVD Noord Oost Friesland,
000303062,Brandweer,Friesland,,OVD Noord West Friesland,
000303063,Brandweer,Friesland,,OVD Mid - Frysl,
000303064,Brandweer,Friesland,,OVD IBOW (Oost- en Weststellingwerf),
000303065,Brandweer,Friesland,,OVD Heerenveen Gewijzigd in 0303361,
000303066,Brandweer,Friesland,,OVD Lemsterland,
000303067,Brandweer,Friesland,,OVD Vlieland,
000303069,Brandweer,Friesland,,OVD Terschelling,
000303100,Brandweer,Friesland,,IOVD Noord Oost Friesland,
000303102,Brandweer,Friesland,Achtkarspelen,Buitenpost (Commandant),
000303103,Brandweer,Friesland,Achtkarspelen,Buitenpost (Bevelvoerders),
000303104,Brandweer,Friesland,Achtkarspelen,Buitenpost (Blusgroep),
000303105,Brandweer,Friesland,Achtkarspelen,Buitenpost (Commandant),
000303106,Brandweer,Friesland,Achtkarspelen,Buitenpost (Onder Commandant),
000303107,Brandweer,Friesland,Achtkarspelen,Buitenpost (Chauffeurs Haakarmvoertuig),
000303108,Brandweer,Friesland,Achtkarspelen,Buitenpost (Meetploeg),
000303111,Brandweer,Friesland,Achtkarspelen,Drogeham (Bevelvoerders),
000303112,Brandweer,Friesland,Achtkarspelen,Drogeham (Blusgroep),
000303120,Brandweer,Friesland,Achtkarspelen,Surhuisterveen (Commandant),
000303121,Brandweer,Friesland,Achtkarspelen,Surhuisterveen (Bevelvoerder),
000303122,Brandweer,Friesland,Achtkarspelen,Surhuisterveen (Blusgroep),
000303130,Brandweer,Friesland,Ameland,Hollum (Commandant),
000303131,Brandweer,Friesland,Ameland,Hollum (Blusgroep 1),
000303132,Brandweer,Friesland,Ameland,Hollum (Blusgroep 2),
000303140,Brandweer,Friesland,Ameland,Nes (Commandant),
000303141,Brandweer,Friesland,Ameland,Nes (Blusgroep 1),
000303142,Brandweer,Friesland,Ameland,Nes (Blusgroep 2),
000303151,Brandweer,Friesland,Boarnsterhim,Akkrum (Bevelvoerder),
000303152,Brandweer,Friesland,Boarnsterhim,Akkrum (Blusgroep),
000303160,Brandweer,Friesland,Boarnsterhim,Grou (Commandant),
000303161,Brandweer,Friesland,Boarnsterhim,Grou (Bevelvoerder),
000303162,Brandweer,Friesland,Boarnsterhim,Grou (Blusgroep 1),
000303163,Brandweer,Friesland,Boarnsterhim,Grou (Blusgroep 2),
000303164,Brandweer,Friesland,Boarnsterhim,Grou (Chauffeurs haakarmvoertuig),
000303166,Brandweer,Friesland,Boarnsterhim,Grou (Meetploeg),
000303170,Brandweer,Friesland,Bolsward,Commandant,
000303172,Brandweer,Friesland,Bolsward,Blusgroep 1,
000303174,Brandweer,Friesland,Bolsward,Blusgroep 2,
000303175,Brandweer,Friesland,Bolsward,Autoladder,
000303176,Brandweer,Friesland,Bolsward,Ondercommandant,
000303177,Brandweer,Friesland,Bolsward,Bevelvoerders,
000303180,Brandweer,Friesland,Bolsward,Meetploeg,
000303191,Brandweer,Friesland,Dantumadeel,Dantumadeel (Commandant),
000303192,Brandweer,Friesland,Dantumadeel,Damwoude (Blusgroep),
000303195,Brandweer,Friesland,Dantumadeel,Damwoude (Duikers/WO),
000303201,Brandweer,Friesland,Dantumadeel,Zwaagwesteinde (Bevelvoerders),
000303202,Brandweer,Friesland,Dantumadeel,Zwaagwesteinde (Blusgroep),
000303205,Brandweer,Friesland,Dantumadeel,Zwaagwesteinde (Duikers/WO),
000303211,Brandweer,Friesland,Dongeradeel,Anjum (Bevelvoerder),
000303212,Brandweer,Friesland,Dongeradeel,Anjum (Blusgroep),
000303220,Brandweer,Friesland,Dongeradeel,Commandant,
000303221,Brandweer,Friesland,Dongeradeel,Dokkum (Bevelvoerder),
000303222,Brandweer,Friesland,Dongeradeel,Dokkum (Blusgroep A),
000303223,Brandweer,Friesland,Dongeradeel,Dokkum (Blusgroep B),
000303224,Brandweer,Friesland,Dongeradeel,Dokkum (Hoogwerker),
000303225,Brandweer,Friesland,Dongeradeel,Dokkum (Meetploeg/WVD),
000303229,Brandweer,Friesland,Dongeradeel,Dokkum (Chauffeurs),
000303241,Brandweer,Friesland,Dongeradeel,Ternaard (Bevelvoerder),
000303242,Brandweer,Friesland,Dongeradeel,Ternaard (Blusgroep),
000303250,Brandweer,Friesland,Ferwerderadeel,Commandant,
000303252,Brandweer,Friesland,Ferwerderadeel,Ferwerd (Blusgroep),
000303262,Brandweer,Friesland,Ferwerderadeel,Hallum (Blusgroep),
000303270,Brandweer,Friesland,Franekeradeel,Franeker (Commandogroep),
000303271,Brandweer,Friesland,Franekeradeel,Franeker (Blusgroep 1),
000303272,Brandweer,Friesland,Franekeradeel,Franeker (Blusgroep 2),
000303273,Brandweer,Friesland,Franekeradeel,Franeker (Blusgroep 3),
000303274,Brandweer,Friesland,Franekeradeel,Franeker (Bevelvoerdersgroep 1),
000303275,Brandweer,Friesland,Franekeradeel,Franeker (Bevelvoerdersgroep 2),
000303276,Brandweer,Friesland,Franekeradeel,Franeker (Bevelvoerdersgroep 3),
000303277,Brandweer,Friesland,Franekeradeel,Franeker (Chauffeursgroep 1),
000303278,Brandweer,Friesland,Franekeradeel,Franeker (Chauffeursgroep 2),
000303279,Brandweer,Friesland,Franekeradeel,Franeker (Chauffeursgroep 3),
000303280,Brandweer,Friesland,Franekeradeel,Franeker (Bruggen),
000303281,Brandweer,Friesland,Franekeradeel,Franeker (Commandant),
000303292,Brandweer,Friesland,Gaasterland,Bakhuizen (Blusgroep),
000303300,Brandweer,Friesland,Gaasterland,Commandant,
000303301,Brandweer,Friesland,Gaasterland,Balk (Bevelvoerder),
000303302,Brandweer,Friesland,Gaasterland,Balk (Blusgroep),
000303303,Brandweer,Friesland,Gaasterland,Balk (Blusgroep),
000303305,Brandweer,Friesland,Gaasterland,Ondercommandant,
000303312,Brandweer,Friesland,Gaasterland,Sloten (Blusgroep),
000303320,Brandweer,Friesland,Harlingen,Commandant,
000303321,Brandweer,Friesland,Harlingen,Bevelvoerders blusgroep 1,
000303322,Brandweer,Friesland,Harlingen,Blusgroep 1,
000303323,Brandweer,Friesland,Harlingen,Blusgroep 2),
000303324,Brandweer,Friesland,Harlingen,Bevelvoerders blusgroep 2,
000303325,Brandweer,Friesland,Harlingen,Meetploeg,
000303326,Brandweer,Friesland,Harlingen,Ademluchtonderhoud,
000303327,Brandweer,Friesland,Harlingen,Duikers,
000303328,Brandweer,Friesland,Harlingen,Chauffeurs blusgroep 1,
000303329,Brandweer,Friesland,Harlingen,Chauffeurs blusgroep 2,
000303330,Brandweer,Friesland,Harlingen,Commandogroep,
000303331,Brandweer,Friesland,Harlingen,Koningsbrug,
000303333,Brandweer,Friesland,Harlingen,Ondercommandant,
000303334,Brandweer,Friesland,Harlingen,Logistiek & catering,
000303336,Brandweer,Friesland,Harlingen,WO waterongevallen,
000303340,Brandweer,Friesland,Heerenveen,Commandant,
000303341,Brandweer,Friesland,Heerenveen,Bevelvoerder,
000303342,Brandweer,Friesland,Heerenveen,Heerenveen (Blusgroep 1),
000303343,Brandweer,Friesland,Heerenveen,Heerenveen (Blusgroep 2),
000303344,Brandweer,Friesland,Heerenveen,Heerenveen (Blusgroep 3),
000303345,Brandweer,Friesland,Heerenveen,Chauffeurs blusgroep 1,
000303346,Brandweer,Friesland,Heerenveen,Chauffeurs blusgroep 2,
000303347,Brandweer,Friesland,Heerenveen,Heerenveen (Chauffeurs Blusgroep 3),
000303350,Brandweer,Friesland,Heerenveen,Heerenveen (Duikers),
000303351,Brandweer,Friesland,Heerenveen,Heerenveen&Jubbega (WVD),
000303352,Brandweer,Friesland,Heerenveen,Heerenveen (Meetploeg WVD),
000303361,Brandweer,Friesland,Heerenveen,OVD,
000303367,Brandweer,Friesland,Heerenveen,Jubbega (Blusgroep),
000303377,Brandweer,Friesland,Heerenveen,Nieuwehorne (Blusgroep),
000303387,Brandweer,Friesland,Heerenveen,Tjalleberd (Blusgroep),
000303395,Brandweer,Friesland,Sint Annaparochie,Commandant,
000303396,Brandweer,Friesland,Sint Annaparochie,Sint Annaparochie (Chauffeurs),
000303397,Brandweer,Friesland,Sint Annaparochie,Sint Annaparochie (Blusgroep 1),
000303398,Brandweer,Friesland,Sint Annaparochie,Sint Annaparochie (Blusgroep 2),
000303404,Brandweer,Friesland,Kollum,Kollum (Commandant),
000303405,Brandweer,Friesland,Kollum,Kollum (Blusgroep 1),
000303406,Brandweer,Friesland,Kollum,Kollum (Bevelvoerders Van Dienst),
000303407,Brandweer,Friesland,Kollum,Kollum (Hulpverleningsgroep),
000303416,Brandweer,Friesland,Leeuwarden,Leeuwarden (Beroepsploeg A),
000303418,Brandweer,Friesland,Leeuwarden,Leeuwarden (Beroepsploeg B),
000303420,Brandweer,Friesland,Leeuwarden,Leeuwarden (Beroepsploeg C),
000303422,Brandweer,Friesland,Leeuwarden,Leeuwarden (Beroepsploeg D),
000303424,Brandweer,Friesland,Leeuwarden,Leeuwarden (Hoofdpost),
000303425,Brandweer,Friesland,Leeuwarden,Leeuwarden (Bevelvoerder),
000303426,Brandweer,Friesland,Leeuwarden,Leeuwarden (Duikers),
000303430,Brandweer,Friesland,Leeuwarden,"Leeuwarden (BOT-Team, alle medewerkers)",
000303435,Brandweer,Friesland,Leeuwarden,Leeuwarden (Bemanning Commando Haakarmbak),
000303444,Brandweer,Friesland,Leeuwarden,"Leeuwarden (Post Noord, Blusgroep 1)",
000303445,Brandweer,Friesland,Leeuwarden,"Leeuwarden (Post Noord, Blusgroep 2)",
000303446,Brandweer,Friesland,Leeuwarden,"Leeuwarden (Post Noord, Blusgroep 3)",
000303455,Brandweer,Friesland,Leeuwarderadeel,Stiens (Commandant),
000303457,Brandweer,Friesland,Leeuwarderadeel,Stiens (Blusgroep),
000303467,Brandweer,Friesland,Lemsterland,Echten (Blusgroep),
000303475,Brandweer,Friesland,Lemsterland,Lemmer (Commandant),
000303477,Brandweer,Friesland,Lemsterland,Lemmer (Blusgroep 1),
000303480,Brandweer,Friesland,Lemsterland,Lemmer (Blusgroep 2),
000303484,Brandweer,Friesland,Lemsterland,Lemmer (Meetploeg),
000303487,Brandweer,Friesland,Littenseradeel,Mantgum (Blusgroep),
000303495,Brandweer,Friesland,Littenseradeel,Commandant,
000303497,Brandweer,Friesland,Littenseradeel,Wommels (Blusgroep),
000303508,Brandweer,Friesland,Menaldumeradeel,Marssum (Blusgroep 2),
000303515,Brandweer,Friesland,Menaldumeradeel,Menaldum (Commandant),
000303518,Brandweer,Friesland,Menaldumeradeel,Menaldum (Blusgroep 1),
000303519,Brandweer,Friesland,Menaldumeradeel,Menaldum (Blusgroep 2),
000303526,Brandweer,Friesland,Nijefurd,Hindeloopen (Bevelvoerders),
000303527,Brandweer,Friesland,Nijefurd,Hindeloopen (Blusgroep),
000303535,Brandweer,Friesland,Nijefurd,Koudum (Commandant),
000303536,Brandweer,Friesland,Nijefurd,Koudum (Onder Commandant),
000303537,Brandweer,Friesland,Nijefurd,Koudum (Blusgroep),
000303538,Brandweer,Friesland,Nijefurd,Koudum (Bevelvoerders),
000303546,Brandweer,Friesland,Nijefurd,Stavoren (Bevelvoerders),
000303547,Brandweer,Friesland,Nijefurd,Stavoren (Blusgroep),
000303556,Brandweer,Friesland,Nijefurd,Workum (Bevelvoerders),
000303557,Brandweer,Friesland,Nijefurd,Workum (Blusgroep),
000303568,Brandweer,Friesland,Ooststellingwerf,Appelscha (Blusgroep),
000303578,Brandweer,Friesland,Ooststellingwerf,Haulerwijk (Blusgroep),
000303588,Brandweer,Friesland,Ooststellingwerf,Oldeberkoop (Blusgroep),
000303595,Brandweer,Friesland,Ooststellingwerf,Oosterwolde (Bevelvoerders),
000303597,Brandweer,Friesland,Ooststellingwerf,Oosterwolde (Commandant),
000303602,Brandweer,Friesland,Ooststellingwerf,Oosterwolde (Groep 1),
000303603,Brandweer,Friesland,Ooststellingwerf,Oosterwolde (Groep 2),
000303604,Brandweer,Friesland,Ooststellingwerf,Oosterwolde (Groep 3),
000303605,Brandweer,Friesland,Ooststellingwerf,Oosterwolde (Blusgroep),
000303609,Brandweer,Friesland,Ooststellingwerf,Oosterwolde (Meetploeg),
000303610,Brandweer,Friesland,Opsterland,Beetsterzwaag (Commandant),
000303611,Brandweer,Friesland,Opsterland,Beetsterzwaag (Bevelvoerders),
000303612,Brandweer,Friesland,Opsterland,Beetsterzwaag (Bevelvoerders),
000303613,Brandweer,Friesland,Opsterland,Beetsterzwaag (Blusgroep),
000303615,Brandweer,Friesland,Opsterland,Beetsterzwaag (Commandant),
000303619,Brandweer,Friesland,Opsterland,OVD,
000303621,Brandweer,Friesland,Opsterland,Gorredijk (Commandant),
000303622,Brandweer,Friesland,Opsterland,Gorredijk (Bevelvoerders),
000303623,Brandweer,Friesland,Opsterland,Gorredijk (Blusgroep),
000303631,Brandweer,Friesland,Opsterland,Ureterp (Commandant),
000303632,Brandweer,Friesland,Opsterland,Ureterp (Bevelvoerder Van Dienst),
000303633,Brandweer,Friesland,Opsterland,Ureterp (Blusgroep),
000303641,Brandweer,Friesland,Schiermonnikoog,Schiermonnikoog (Bevelvoerders),
000303642,Brandweer,Friesland,Schiermonnikoog,Schiermonnikoog (Commandant),
000303643,Brandweer,Friesland,Schiermonnikoog,Schiermonnikoog (Blusgroep),
000303645,Brandweer,Friesland,Schiermonnikoog,Strandvoertuig / hulpverleningsgroep,
000303651,Brandweer,Friesland,Skarsterlan,Joure (Technische Dienst),
000303652,Brandweer,Friesland,Skarsterlan,Joure (Blusgroep 1),
000303653,Brandweer,Friesland,Skarsterlan,Joure (Blusgroep 2),
000303654,Brandweer,Friesland,Skarsterlan,Joure (Blusgroep 3),
000303660,Brandweer,Friesland,Skarsterlan,Joure (Meetploeg),
000303661,Brandweer,Friesland,Skarsterlan,OVD,
000303666,Brandweer,Friesland,Skarsterlan,Bedrijfsbrandweer Douwe Egberts,
000303667,Brandweer,Friesland,Skarsterlan,Bedrijfsbrandweer Douwe Egberts,
000303668,Brandweer,Friesland,Skarsterlan,Bedrijfsbrandweer Douwe Egberts,
000303671,Brandweer,Friesland,Skarsterlan,Langweer (Commandant),
000303672,Brandweer,Friesland,Skarsterlan,Langweer (Bevelvoerders Van Dienst),
000303673,Brandweer,Friesland,Skarsterlan,Langweer (Blusgroep),
000303681,Brandweer,Friesland,Skarsterlan,Sint Nicolaasga (Bevelvoerders Van Dienst),
000303682,Brandweer,Friesland,Skarsterlan,Sint Nicolaasga (Blusgroep),
000303683,Brandweer,Friesland,Skarsterlan,Sint Nicolaasga (Commandant),
000303690,Brandweer,Friesland,Smallingerland,OVD,
000303691,Brandweer,Friesland,Smallingerland,Drachten,
000303692,Brandweer,Friesland,Smallingerland,Drachten,
000303696,Brandweer,Friesland,Smallingerland,Drachten,
000303697,Brandweer,Friesland,Smallingerland,Drachten,
000303698,Brandweer,Friesland,Smallingerland,Drachten,
000303699,Brandweer,Friesland,Smallingerland,Drachten,
000303701,Brandweer,Friesland,Smallingerland,Drachten (Blusgroep 1),
000303702,Brandweer,Friesland,Smallingerland,Drachten (Blusgroep 2),
000303703,Brandweer,Friesland,Smallingerland,Drachten (Blusgroep 3),
000303704,Brandweer,Friesland,Smallingerland,Drachten (Blusgroep 4),
000303705,Brandweer,Friesland,Smallingerland,Drachten (Blusgroep 5),
000303706,Brandweer,Friesland,Smallingerland,Drachten (Hulpverleningsgroep 1),
000303707,Brandweer,Friesland,Smallingerland,Drachten (Hulpverleningsgroep 2),
000303708,Brandweer,Friesland,Smallingerland,Drachten (Hulpverleningsgroep 3),
000303709,Brandweer,Friesland,Smallingerland,Drachten (Hulpverleningsgroep 4),
000303710,Brandweer,Friesland,Smallingerland,Drachten (Hulpverleningsgroep 5),
000303713,Brandweer,Friesland,Smallingerland,Drachten (Meetploeg),
000303714,Brandweer,Friesland,Smallingerland,Drachten (Centralisten VC),
000303715,Brandweer,Friesland,Smallingerland,Drachten,
000303719,Brandweer,Friesland,Smallingerland,Drachten (Bemanning COH),
000303720,Brandweer,Friesland,Sneek,Hulpverleningsgroep,
000303721,Brandweer,Friesland,Sneek,Commandant,
000303722,Brandweer,Friesland,Sneek,Bevelvoerders blusgroep 1,
000303723,Brandweer,Friesland,Sneek,Bevelvoerders blusgroep 2,
000303724,Brandweer,Friesland,Sneek,Bevelvoerders blusgroep 3,
000303725,Brandweer,Friesland,Sneek,Blusgroep 1,
000303726,Brandweer,Friesland,Sneek,Blusgroep 2,
000303727,Brandweer,Friesland,Sneek,Blusgroep 3,
000303728,Brandweer,Friesland,Sneek,Sneek (Chauffeurs Blusgroep 1),
000303729,Brandweer,Friesland,Sneek,Sneek (Chauffeurs Blusgroep 2),
000303730,Brandweer,Friesland,Sneek,Sneek (Chauffeurs Blusgroep 3),
000303731,Brandweer,Friesland,Sneek,Sneek (OST Peleton 331),
000303732,Brandweer,Friesland,Sneek,Sneek (OST Peleton 332),
000303733,Brandweer,Friesland,Sneek,Sneek (OST Peleton 333),
000303734,Brandweer,Friesland,Sneek,Sneek (Schippers Groep 331),
000303735,Brandweer,Friesland,Sneek,Sneek (Schippers Groep 332),
000303736,Brandweer,Friesland,Sneek,Sneek (Schippers Groep 333),
000303737,Brandweer,Friesland,Sneek,Sneek (Verzorgingsgroep 331),
000303738,Brandweer,Friesland,Sneek,Sneek (Verzorgingsgroep 332),
000303739,Brandweer,Friesland,Sneek,Sneek (Verzorgingsgroep 333),
000303740,Brandweer,Friesland,Sneek,Sneek (Dagdienst),
000303741,Brandweer,Friesland,Sneek,Sneek (Duikmeester),
000303742,Brandweer,Friesland,Sneek,Duikers,
000303747,Brandweer,Friesland,Sneek,"Centralisten, VC-2",
000303748,Brandweer,Friesland,Sneek,"Sneek (Bedrijfsbrandweer, Lankhorst)",
000303749,Brandweer,Friesland,Sneek,"Brugwachters, bruggen",
000303752,Brandweer,Friesland,Terschelling,Terschelling (Blusgroep Midsland),
000303760,Brandweer,Friesland,West-Terschelling,Terschelling (Commandant),
000303762,Brandweer,Friesland,West-Terschelling,Terschelling (Blusgroep West Terschelling),
000303772,Brandweer,Friesland,Tytsjerkstradeel,Bergum (Bevelvoerder groep 415),
000303773,Brandweer,Friesland,Tytsjerkstradeel,Bergum (Bevelvoerder groep 416),
000303774,Brandweer,Friesland,Tytsjerkstradeel,Bergum (Bevelvoerder groep 417),
000303775,Brandweer,Friesland,Tytsjerkstradeel,Bergum (Bevelvoerder groep 418),
000303776,Brandweer,Friesland,Tytsjerkstradeel,Bergum (Blusgroep 415),
000303777,Brandweer,Friesland,Tytsjerkstradeel,Bergum (Blusgroep 416),
000303778,Brandweer,Friesland,Tytsjerkstradeel,Bergum (Blusgroep 417),
000303779,Brandweer,Friesland,Tytsjerkstradeel,Bergum (Blusgroep 418),
000303789,Brandweer,Friesland,Tytsjerkstradeel,Bergum (Commandant),
000303791,Brandweer,Friesland,Tytsjerkstradeel,Giekerk (Bevelvoerders),
000303792,Brandweer,Friesland,Tytsjerkstradeel,Giekerk (Blusgroep),
000303800,Brandweer,Friesland,Vlieland,Commandant,
000303802,Brandweer,Friesland,Vlieland,Blusgroep,
000303810,Brandweer,Friesland,Weststellingwerf,Noordwolde,
000303811,Brandweer,Friesland,Weststellingwerf,Noordwolde (Commandant),
000303812,Brandweer,Friesland,Weststellingwerf,Noordwolde (Blusgroep),
000303813,Brandweer,Friesland,Weststellingwerf,Noordwolde (Chauffeurs),
000303814,Brandweer,Friesland,Weststellingwerf,Noordwolde (Bevelvoerders),
000303820,Brandweer,Friesland,Weststellingwerf,Scherpenzeel,
000303821,Brandweer,Friesland,Weststellingwerf,Scherpenzeel (Commandant),
000303822,Brandweer,Friesland,Weststellingwerf,Scherpenzeel (Blusgroep),
000303823,Brandweer,Friesland,Weststellingwerf,Scherpenzeel (Chauffeurs),
000303824,Brandweer,Friesland,Weststellingwerf,Scherpenzeel (Bevelvoerders),
000303830,Brandweer,Friesland,Weststellingwerf,Wolvega (Commando),
000303831,Brandweer,Friesland,Weststellingwerf,Wolvega (Commandant),
000303832,Brandweer,Friesland,Weststellingwerf,Wolvega (Bevelvoerders),
000303836,Brandweer,Friesland,Weststellingwerf,Wolvega (Blusgroep 1),
000303837,Brandweer,Friesland,Weststellingwerf,Wolvega (Blusgroep 2),
000303838,Brandweer,Friesland,Weststellingwerf,Wolvega (Blusgroep 3),
000303839,Brandweer,Friesland,Weststellingwerf,Wolvega (Ademluchtonderhoud Groep 1),
000303840,Brandweer,Friesland,Weststellingwerf,Wolvega (Ademluchtonderhoud Groep 2),
000303841,Brandweer,Friesland,Weststellingwerf,Wolvega (Weekend Groep 1),
000303842,Brandweer,Friesland,Weststellingwerf,Wolvega (Weekend Groep 2),
000303843,Brandweer,Friesland,Weststellingwerf,Wolvega (Weekend Groep 3),
000303844,Brandweer,Friesland,Weststellingwerf,Wolvega (Weekend Groep 4),
000303849,Brandweer,Friesland,Weststellingwerf,Wolvega (Perslucht),
000303852,Brandweer,Friesland,Wunseradeel,Makkum (Commandant),
000303855,Brandweer,Friesland,Wunseradeel,Makkum (Blusgroep),
000303862,Brandweer,Friesland,Wunseradeel,Parrega (Blusgroep),
000303870,Brandweer,Friesland,Witmarsum,Witmarsum (Commandant),
000303872,Brandweer,Friesland,Witmarsum,Witmarsum (Blusgroep),
000303880,Brandweer,Friesland,Wymbritseradeel,Commandant,
000303882,Brandweer,Friesland,Wymbritseradeel,Heeg (Blusgroep),
000303886,Brandweer,Friesland,Wymbritseradeel,Heeg (Brug Osingahuizen),
000303887,Brandweer,Friesland,Wymbritseradeel,Heeg (Brug Jeltesloot),
000303890,Brandweer,Friesland,Wymbritseradeel,Ylst (Commandant),
000303893,Brandweer,Friesland,Wymbritseradeel,Ylst (Bevelvoerders Blusgroep 1),
000303894,Brandweer,Friesland,Wymbritseradeel,Ylst (Bevelvoerders Blusgroep 2),
000303897,Brandweer,Friesland,Wymbritseradeel,Ylst (Blusploeg 1),
000303898,Brandweer,Friesland,Wymbritseradeel,Ylst (Blusploeg 2),
000303900,Brandweer,Friesland,Woudsend,Woudsend (Commandant),
000303902,Brandweer,Friesland,Woudsend,Woudsend (Commando),
000303905,Brandweer,Friesland,Woudsend,Woudsend (Blusgroep),
000303911,Brandweer,Friesland,Skarsterlan,Joure (Bedrijfsbrandweer Douwe Egberts),
000303915,Brandweer,Friesland,Skarsterlan,"Joure (Bedrijfsbrandweer Douwe Egberts, Commando)",
000303916,Brandweer,Friesland,Skarsterlan,"Joure (Bedrijfsbrandweer Douwe Egberts, Blusgroep",
000303917,Brandweer,Friesland,Skarsterlan,"Joure (Bedrijfsbrandweer Douwe Egberts, Blusgroep",
000303920,Brandweer,Friesland,Smallingerland,Bedrijfsbrandweer Philips Drachten,
000320520,Ambulance,Friesland,Schiermonikoog,02-147,
000400010,Brandweer,Groningen,,Algemeen directeur,
000400011,Brandweer,Groningen,,RCVD,
000400014,Brandweer,Groningen,,ROGS (Info),
000400015,Brandweer,Groningen,,ROGS (Alarmering),
000400016,Brandweer,Groningen,,ROGS Groep)),
000400017,Brandweer,Groningen,,Leider Meetplanorganisatie,
000400019,Brandweer,Groningen,,Leider Meetplanorganisatie (groep),
000400021,Brandweer,Groningen,,Persvoorlichting,
000400022,Brandweer,Groningen,,Persvoorlichting (Groep),
000400041,Brandweer,Groningen,,Centralisten MKG,
000400045,Brandweer,Groningen,,I&A,
000400046,Brandweer,Groningen,,Centralisten MKG,
000400050,Brandweer,Groningen,,Centralisten MKG,
000400051,Brandweer,Groningen,,Hoofd Alarmcentrale,
000400053,Brandweer,Groningen,,Tactisch Officier AC,
000400054,Brandweer,Groningen,,Tactisch Officier AC (Groep),
000400055,Brandweer,Groningen,,Piket Centralisten,
000400056,Brandweer,Groningen,,Centralisten (GWO),
000400057,Brandweer,Groningen,,VC Centralisten,
000400058,Brandweer,Groningen,,WVD Centralisten,
000400059,Brandweer,Groningen,,Beheer,
000400063,Brandweer,Groningen,,Beheer,
000400065,Brandweer,Groningen,,Beheer,
000400070,Brandweer,Groningen,,Infocode AC Drenthe,
000400071,Brandweer,Groningen,,Infocode AC Groningen (via Drenthe),
000400076,Brandweer,Groningen,,Infocode AC Friesland,
000400111,Brandweer,Groningen,,OVD Midden (Alarm),
000400112,Brandweer,Groningen,,OVD Noord (Alarm),
000400113,Brandweer,Groningen,,OVD Oost (Alarm),
000400114,Brandweer,Groningen,,OVD West (Alarm),
000400121,Brandweer,Groningen,,OVD Midden (Info),
000400122,Brandweer,Groningen,,OVD Noord (Info),
000400123,Brandweer,Groningen,,OVD Oost (Info),
000400124,Brandweer,Groningen,,OVD West (Info),
000400131,Brandweer,Groningen,,OVD Midden (Groep),
000400132,Brandweer,Groningen,,OVD Noord (Groep),
000400133,Brandweer,Groningen,,OVD Oost (Groep),
000400134,Brandweer,Groningen,,OVD West (Groep),
000400201,KNRM,Groningen,Eemshaven,Opstappers Boot Jan & Titia Visser,
000400209,KNRM,Groningen,,Monitorcode KWC,
000400210,Brandweer,Groningen,Bedum,Korpsalarm,
000400211,Brandweer,Groningen,Bedum,Commandant,
000400213,Brandweer,Groningen,Bedum,Burgemeester Bedum,
000400220,Brandweer,Groningen,Bedum,Commando,
000400221,Brandweer,Groningen,Bedum,TS-530,
000400227,Brandweer,Groningen,Bedum,PM-570,
000400231,Brandweer,Groningen,Bedum,Bevelvoerders Blusploeg 1,
000400232,Brandweer,Groningen,Bedum,Bevelvoerders Blusploeg 2,
000400233,Brandweer,Groningen,Bedum,Bevelvoerders Blusploeg 3,
000400234,Brandweer,Groningen,Bedum,Bevelvoerders Blusploeg 4,
000400241,Brandweer,Groningen,Bedum,Blusploeg 1,
000400242,Brandweer,Groningen,Bedum,Blusploeg 2,
000400243,Brandweer,Groningen,Bedum,Blusploeg 3,
000400244,Brandweer,Groningen,Bedum,Blusploeg 4,
000400247,Brandweer,Groningen,Bedum,Dagdienst Ploeg,
000400248,Brandweer,Groningen,Bedum,Kazernealarm,
000400249,Brandweer,Groningen,Bedum,Techniek,
000400250,Brandweer,Groningen,Groningen-Stad,Korpsalarm,
000400251,Brandweer,Groningen,Groningen-Stad,Commandant,
000400252,Brandweer,Groningen,Groningen-Stad,Commando,
000400253,Brandweer,Groningen,Groningen,Burgemeester,
000400255,Brandweer,Groningen,Groningen-Stad,"Inspecteur, Piket Preventie Handhaving",
000400256,Brandweer,Groningen,Groningen-Stad,Piket Preventie Handhaving,
000400257,Brandweer,Groningen,Groningen-Stad,Piket Preventie Handhaving,
000400258,Brandweer,Groningen,Groningen-Stad,Piket Preventie Handhaving,
000400259,Brandweer,Groningen,Groningen-Stad,Piket Preventie Handhaving,
000400260,Brandweer,Groningen,Groningen-Stad,Piket Preventie Handhaving,
000400261,Brandweer,Groningen,Groningen-Stad,Piket Preventie Handhaving,
000400262,Brandweer,Groningen,Groningen-Stad,Piket Preventie Handhaving,
000400271,Brandweer,Groningen,Groningen-Sontweg,TS-744,
000400272,Brandweer,Groningen,Groningen-Sontweg,TS-745,
000400273,Brandweer,Groningen,Groningen-Sontweg,TS-746,
000400274,Brandweer,Groningen,Groningen-Vinkhuizen,TS-747,
000400275,Brandweer,Groningen,Groningen-Sontweg,SB-760,
000400276,Brandweer,Groningen,Groningen-Vinkhuizen,HW-758,
000400277,Brandweer,Groningen,Groningen-Sontweg,HW-1851,
000400278,Brandweer,Groningen,Groningen-Sontweg,HV 1-776 & Boot,
000400279,Brandweer,Groningen,Groningen-Sontweg,HV-770,
000400280,Brandweer,Groningen,Groningen-Sontweg,WO-781,
000400282,Brandweer,Groningen,Groningen-Sontweg,VOA+AHW-780,
000400288,Brandweer,Groningen,Groningen-Sontweg,COH 0199,
